RegionID,SizeRank,RegionName,RegionType,StateName,Average,Latitude,Longitude
395077,461,Searcy,msa,AR,121081.62702702705,35.9018987,-92.7098744
394638,462,Grand Island,msa,NE,131825.7756756757,40.924271,-98.338685
394994,463,Port Angeles,msa,WA,272175.2027027027,48.118146,-123.430741
394350,464,Auburn,msa,NY,119668.73243243244,42.9320202,-76.5672029
394674,467,Heber,msa,UT,563447.9108108109,40.506463,-111.4132963
395010,468,Quincy,msa,IL,109827.37567567568,39.9356016,-91.4098727
395062,469,Sandusky,msa,OH,123673.33513513512,41.2951563,-83.1555438
394593,470,Findlay,msa,OH,131843.82972972974,41.0413873,-83.6503982
394614,471,Frankfort,msa,KY,135866.75135135135,38.2009055,-84.8732836
394516,472,Danville,msa,IL,63093.208108108105,40.125222,-87.6304614
394298,473,Aberdeen,msa,WA,169723.94054054053,46.975371,-123.815722
395106,475,Somerset,msa,PA,118735.84324324325,39.9980022,-79.0415528
753928,476,Wisconsin Rapids,msa,WI,112848.09189189188,44.3917589,-89.8228767
753893,477,Jefferson,msa,GA,195669.07297297296,33.0380388,-82.436141
394955,479,Palatka,msa,FL,105187.2162162162,29.6487882,-81.6372111
395088,482,Shawnee,msa,OK,107119.54594594597,35.3272928,-96.9253004
394647,486,Greeneville,msa,TN,111512.31621621622,36.1631575,-82.8309861
394655,488,Greenwood,msa,SC,116623.7891891892,34.1489805,-82.112882
394764,489,Lake City,msa,FL,133752.81621621622,30.1894252,-82.6394803
394752,490,Klamath Falls,msa,OR,168809.05675675676,42.224867,-121.78167
394877,491,Morehead City,msa,NC,254624.42702702704,34.7229391,-76.7260436
394472,492,Clearlake,msa,CA,208775.8108108108,38.9582307,-122.626372
394305,493,Alamogordo,msa,NM,157378.6891891892,32.8998822,-105.9602081
394587,495,Farmington,msa,MO,111258.86486486488,37.7803037,-90.4226371
394826,497,Marion,msa,IN,85660.80540540541,40.5583739,-85.6591442
394586,498,Faribault,msa,MN,193167.7756756757,43.6647961,-93.9510501
394885,502,Mount Pleasant,msa,MI,116246.43243243244,33.1570582,-94.9694007
394827,504,Marion,msa,OH,88101.12972972973,40.5885271,-83.1895249
394360,505,Baraboo,msa,WI,168721.15135135135,43.4704014,-89.7437844
395016,506,Red Bluff,msa,CA,190065.6,40.1784279,-122.235923
394825,507,Marinette,msa,WI,94336.43513513514,45.3834983,-88.0409574
395092,510,Shelton,msa,WA,225739.1783783784,47.2150945,-123.100706
394540,511,Dublin,msa,GA,100647.38378378378,32.5404447,-82.903754
394496,514,Coos Bay,msa,OR,196059.35405405404,43.3678937,-124.2174647
394600,515,Forest City,msa,NC,135406.57567567567,35.3337279,-81.8649245
394759,519,Laconia,msa,NH,225305.0648648649,43.5278546,-71.470351
394629,520,Georgetown,msa,SC,234411.4648648649,33.4392245,-79.3343041
395063,522,Sanford,msa,NC,147071.66486486487,35.4798757,-79.1802994
394570,523,Enid,msa,OK,111720.62162162164,36.3967623,-97.8791341
394889,524,Mount Vernon,msa,OH,124753.02432432432,40.3933956,-82.4857181
395199,525,Walla Walla,msa,WA,231636.13243243244,46.2055155,-118.5174284
394309,526,Albemarle,msa,NC,138592.16216216216,35.3501426,-80.2000578
394693,528,Hudson,msa,NY,248143.27027027027,42.2528649,-73.790959
395136,532,Sturgis,msa,MI,102884.0054054054,44.414477,-103.509139
394509,534,Crossville,msa,TN,146905.8135135135,35.949684,-85.0274835
753903,538,Marietta,msa,OH,119001.1891891892,39.4167742,-81.4548392
394618,541,Fremont,msa,OH,95433.64594594594,41.3473413,-83.1134972
394939,542,Oneonta,msa,NY,133280.85135135136,42.453492,-75.0629531
394923,544,Norwalk,msa,OH,98265.76216216217,41.2424219,-82.6155745
394365,545,Batavia,msa,NY,113470.02972972974,42.9980144,-78.1875515
394605,548,Fort Madison,msa,IA,82770.4,40.6311415,-91.3084007
394456,549,Charleston,msa,IL,86622.94054054054,39.4961458,-88.1761521
394432,553,Calhoun,msa,GA,128194.07027027028,31.5311784,-84.614328
395131,560,Sterling,msa,IL,85408.86486486487,41.788253,-89.6953656
394411,561,Branson,msa,MO,148693.84594594594,36.6440772,-93.2169256
395216,563,Waycross,msa,GA,92695.6081081081,31.2135511,-82.3540178
394721,565,Jasper,msa,IN,135488.35945945946,41.0321808,-87.1066598
394556,566,Edwards,msa,CO,647372.3864864865,39.624457,-106.63085239890027
394547,567,Durango,msa,CO,371276.8864864865,37.2395367,-107.82158179169292
753920,569,Sonora,msa,CA,259852.43243243243,37.9840911,-120.3821381
395157,570,Tiffin,msa,OH,86276.05405405405,41.114485,-83.1779537
394566,573,Elko,msa,NV,224737.56216216215,41.1958128,-115.3272864
394517,574,Danville,msa,KY,117562.2054054054,37.6456488,-84.7721823
395122,576,St. Marys,msa,GA,158881.73243243244,30.7305142,-81.5464928
394402,577,Boone,msa,NC,260677.2027027027,36.2187873,-81.684004
395204,578,Warrensburg,msa,MO,160576.15945945945,38.7624373,-93.7409596
394634,579,Gloversville,msa,NY,113587.74054054054,43.0508945,-74.3452991
394604,580,Fort Leonard Wood,msa,MO,150003.57567567567,37.701139999999995,-92.16933029454007
394993,581,Poplar Bluff,msa,MO,110341.45135135137,36.7568327,-90.3957115
394562,582,Elizabeth City,msa,NC,169454.24864864865,36.2956836,-76.2247697
394967,583,Payson,msa,AZ,220321.76216216217,34.2406479,-111.323026
394344,584,Athens,msa,TN,118805.33243243243,35.4428864,-84.5930113
394571,585,Enterprise,msa,AL,137474.64864864864,31.3151708,-85.8552161
394861,588,Milledgeville,msa,GA,155769.5945945946,33.0801429,-83.2320991
394742,589,Kerrville,msa,TX,220622.0108108108,30.048469,-99.1399464
394363,590,Bartlesville,msa,OK,118136.20810810813,36.7421089,-95.9528877
394652,593,Greenville,msa,OH,114868.28648648648,40.1023909,-84.6332986
395029,594,Rochelle,msa,IL,120488.18108108109,41.9239178,-89.0687074
394933,597,Oil City,msa,PA,74346.27297297298,41.433948,-79.706441
394838,598,Mason City,msa,IA,114165.88648648647,43.1524574,-93.2017941
394625,600,Galesburg,msa,IL,75085.6918918919,40.9475652,-90.3712169
394954,601,Pahrump,msa,NV,192027.95945945947,36.2087301,-115.984614
753905,604,Newport,msa,OR,274594.0756756757,44.636755,-124.053442
395091,606,Shelbyville,msa,TN,142479.8216216216,35.483406,-86.4602717
394628,610,Gardnerville Ranchos,msa,NV,367195.2459459459,38.8958109,-119.7419547
394437,612,Ca-¦on City,msa,CO,184628.77027027027,45.3872032,-75.69714552162606
394906,614,New Castle,msa,IN,93653.01621621622,39.9289351,-85.3702477
394431,617,Cadillac,msa,MI,106789.36756756756,44.2519526,-85.4011619
395043,618,Ruston,msa,LA,165757.5027027027,32.5297498,-92.6386604
395017,624,Red Wing,msa,MN,179896.2081081081,44.5624676,-92.5338013
394477,631,Clinton,msa,IA,100740.0,41.9054695,-90.5599971
753865,633,Bardstown,msa,KY,139268.74594594594,37.8092463,-85.4669015
395201,634,Wapakoneta,msa,OH,111218.17567567568,40.5678265,-84.1935594
394987,635,Plymouth,msa,IN,135828.4918918919,41.3436555,-86.3097278
394379,637,Bemidji,msa,MN,150990.56216216215,47.4785418,-94.8907869
394377,638,Bellefontaine,msa,OH,122433.3027027027,40.3611643,-83.7596557
395087,639,Seymour,msa,IN,121242.93783783785,38.9592201,-85.8902547
394500,644,Cornelia,msa,GA,150992.87567567566,34.5114883,-83.5271166
753889,645,Hillsdale,msa,MI,104806.13243243244,41.8779105,-84.5984396
394961,647,Paragould,msa,AR,111968.44864864864,36.0584021,-90.4973286
753918,652,Shawano,msa,WI,123169.32972972972,44.7817214,-88.7118868
394375,654,Bedford,msa,IN,105679.76756756756,38.8611619,-86.4872149
394616,657,Freeport,msa,IL,90466.0972972973,42.2966861,-89.6212271
394482,660,Coldwater,msa,MI,97884.42162162162,37.2689131,-99.3267808
394567,663,Ellensburg,msa,WA,277315.4945945946,46.9970635,-120.545122
394779,665,Lawrenceburg,msa,TN,105440.63783783784,35.2423023,-87.3347389
395228,668,Willmar,msa,MN,145920.38648648647,45.1219492,-95.0435373
394349,672,Auburn,msa,IN,120998.53243243245,41.3669902,-85.0588632
394448,675,Cedartown,msa,GA,99943.6945945946,34.0124425,-85.2559398
394297,677,Aberdeen,msa,SD,149005.27027027027,45.4649805,-98.487813
394424,683,Bucyrus,msa,OH,72489.32432432432,40.8083909,-82.9754649
394319,684,Alma,msa,MI,80447.51621621622,39.016666,-96.289162
395158,688,Tifton,msa,GA,128634.72702702702,31.4549719,-83.5108284
394845,690,McMinnville,msa,TN,106163.07027027028,35.683404,-85.7699816
394341,691,Astoria,msa,OR,286457.6810810811,46.1882007,-123.8319802
394384,697,Big Rapids,msa,MI,108159.5972972973,43.698078,-85.483656
394354,698,Austin,msa,MN,103963.08108108108,43.6680928,-92.9744896
394315,711,Alexandria,msa,MN,185596.73513513512,45.8835101,-95.3745015
395178,712,Urbana,msa,OH,113808.5945945946,40.1083912,-83.7524298
394526,716,Defiance,msa,OH,96992.1891891892,41.3203058,-84.5084835
394422,721,Brownwood,msa,TX,115297.9108108108,31.7070026,-98.9831022
394507,722,Crawfordsville,msa,IN,115033.27837837838,40.0401991,-86.8990249
394554,729,Easton,msa,MD,317146.91891891893,38.7744952,-76.0763065
394948,730,Owatonna,msa,MN,155965.47837837838,44.0839937,-93.2261076
394894,734,Murray,msa,KY,133025.74594594594,36.6103334,-88.314761
394745,744,Kill Devil Hills,msa,NC,332522.6756756757,36.0321186,-75.6776147
394702,746,Hutchinson,msa,MN,150920.64324324325,44.8877401,-94.3697057
394696,748,Huntington,msa,IN,101118.95405405403,40.8008286,-85.5018494
394331,774,Angola,msa,IN,160804.0945945946,41.634874,-84.99928
395150,781,Taylorville,msa,IL,76614.83783783784,39.5487452,-89.2941549
394786,783,Lewisburg,msa,TN,140595.6054054054,35.4492404,-86.7888887
395084,784,Seneca Falls,msa,NY,110518.3918918919,42.910719,-76.7967848
394414,792,Brevard,msa,NC,240685.32702702703,35.2334472,-82.7342919
394835,794,Martin,msa,TN,88390.20810810811,36.3432777,-88.8503514
753878,797,Dayton,msa,TN,126485.1945945946,35.4939587,-85.0124535
394962,800,Paris,msa,TN,96265.67297297296,36.3019461,-88.3258578
753871,811,Breckenridge,msa,CO,518367.2108108108,39.4829124,-106.0465486
753901,822,Ludington,msa,MI,126509.87027027029,43.9555406,-86.4477416
